date,unit_group_id,occupied_units,move_ins,move_outs,street_rate,promo,days_since_last_vacancy_spike
2024-12-03,UG-034,66,2.0,1.0,88.43,,
2024-12-03,UG-035,83,1.0,1.0,183.45,,
2024-12-03,UG-036,37,1.0,,238.65,,
2024-12-03,UG-037,64,2.0,1.0,86.0,,
2024-12-03,UG-038,101,2.0,,162.79,,
2024-12-03,UG-039,36,,1.0,249.2,,
2024-12-03,UG-040,77,,,108.75,,
2024-12-03,UG-041,99,2.0,1.0,151.88,,
2024-12-03,UG-042,39,,1.0,263.25,,
2024-12-04,UG-001,65,,2.0,84.55,,261.0
2024-12-04,UG-002,93,2.0,,149.23,,261.0
2024-12-04,UG-003,40,2.0,1.0,184.06,,261.0
2024-12-04,UG-004,47,,1.0,84.57,,
2024-12-04,UG-005,64,2.0,1.0,154.52,,
2024-12-04,UG-006,35,2.0,,243.94,,
2024-12-04,UG-007,64,,1.0,78.47,,
2024-12-04,UG-008,75,,3.0,133.48,,
2024-12-04,UG-009,39,,2.0,197.8,first_month_half_off,
2024-12-04,UG-010,65,2.0,1.0,84.22,,
2024-12-04,UG-011,118,2.0,1.0,149.31,,
2024-12-04,UG-012,50,1.0,,255.87,,
2024-12-04,UG-013,53,2.0,2.0,93.54,,177.0
2024-12-04,UG-014,78,1.0,4.0,172.57,,177.0
2024-12-04,UG-015,40,2.0,,212.59,first_month_free,177.0
2024-12-04,UG-016,66,2.0,2.0,81.23,,90.0
2024-12-04,UG-017,94,3.0,1.0,141.87,,90.0
2024-12-04,UG-018,45,,,242.5,,90.0
2024-12-04,UG-019,58,1.0,,79.22,,
2024-12-04,UG-020,85,,,178.16,,
2024-12-04,UG-021,35,1.0,,225.75,,
2024-12-04,UG-022,72,1.0,1.0,107.73,,
2024-12-04,UG-023,101,1.0,2.0,163.91,,
2024-12-04,UG-024,42,,,277.52,,
2024-12-04,UG-025,43,1.0,,97.62,,
2024-12-04,UG-026,96,2.0,2.0,143.77,,
2024-12-04,UG-027,34,,,258.8,,
2024-12-04,UG-028,71,1.0,,94.0,,314.0
2024-12-04,UG-029,81,1.0,,142.06,,314.0
2024-12-04,UG-030,41,1.0,,198.46,,314.0
2024-12-04,UG-031,40,,1.0,93.57,,30.0
2024-12-04,UG-032,59,1.0,,163.68,,30.0
2024-12-04,UG-033,35,1.0,,276.02,,30.0
2024-12-04,UG-034,66,1.0,1.0,88.43,,
2024-12-04,UG-035,83,1.0,1.0,183.45,,
2024-12-04,UG-036,37,1.0,1.0,238.65,,
2024-12-04,UG-037,65,2.0,1.0,86.0,,
2024-12-04,UG-038,102,2.0,1.0,162.79,,
2024-12-04,UG-039,35,,1.0,249.2,,
2024-12-04,UG-040,75,,2.0,108.75,,
2024-12-04,UG-041,98,1.0,2.0,151.88,,
2024-12-04,UG-042,39,,,263.25,,
2024-12-05,UG-001,65,1.0,1.0,84.55,,262.0
2024-12-05,UG-002,91,,2.0,149.23,,262.0
2024-12-05,UG-003,38,1.0,3.0,184.06,,262.0
2024-12-05,UG-004,48,1.0,,84.57,,
2024-12-05,UG-005,63,,1.0,154.52,,
2024-12-05,UG-006,35,1.0,1.0,243.94,,
2024-12-05,UG-007,64,1.0,1.0,78.47,,
2024-12-05,UG-008,76,2.0,1.0,133.48,,
2024-12-05,UG-009,37,,2.0,197.8,first_month_half_off,
2024-12-05,UG-010,65,,,84.22,,
2024-12-05,UG-011,115,,3.0,149.31,,
2024-12-05,UG-012,50,,,255.87,,
2024-12-05,UG-013,52,,1.0,93.54,,178.0
2024-12-05,UG-014,78,2.0,2.0,172.57,,178.0
2024-12-05,UG-015,40,1.0,1.0,212.59,first_month_free,178.0
2024-12-05,UG-016,68,2.0,,81.23,,91.0
2024-12-05,UG-017,92,,2.0,141.87,,91.0
2024-12-05,UG-018,44,1.0,2.0,242.5,,91.0
2024-12-05,UG-019,58,1.0,1.0,79.22,,
2024-12-05,UG-020,86,1.0,,178.16,,
2024-12-05,UG-021,34,,1.0,225.75,,
2024-12-05,UG-022,71,1.0,2.0,107.73,,
2024-12-05,UG-023,99,,2.0,163.91,,
2024-12-05,UG-024,41,,1.0,277.52,,
2024-12-05,UG-025,40,,3.0,97.62,,
2024-12-05,UG-026,96,,,143.77,,
2024-12-05,UG-027,33,,1.0,258.8,,
2024-12-05,UG-028,72,1.0,,94.0,,315.0
2024-12-05,UG-029,81,,,142.06,,315.0
2024-12-05,UG-030,41,,,198.46,,315.0
2024-12-05,UG-031,40,,,93.57,,31.0
2024-12-05,UG-032,59,,,163.68,,31.0
2024-12-05,UG-033,34,,1.0,276.02,,31.0
2024-12-05,UG-034,66,,,88.43,,
2024-12-05,UG-035,82,,1.0,183.45,,
2024-12-05,UG-036,39,2.0,,238.65,,
2024-12-05,UG-037,64,,1.0,86.0,,
2024-12-05,UG-038,101,,1.0,162.79,,
2024-12-05,UG-039,37,2.0,,249.2,,
2024-12-05,UG-040,77,3.0,1.0,108.75,,
2024-12-05,UG-041,98,1.0,1.0,151.88,,
2024-12-05,UG-042,38,,1.0,263.25,,
2024-12-06,UG-001,67,3.0,1.0,84.55,,263.0
2024-12-06,UG-002,90,1.0,2.0,149.23,,263.0
2024-12-06,UG-003,37,,1.0,184.06,,263.0
2024-12-06,UG-004,48,1.0,1.0,84.57,,
2024-12-06,UG-005,65,2.0,,154.52,,
2024-12-06,UG-006,33,,2.0,243.94,,
2024-12-06,UG-007,65,1.0,,78.47,,
2024-12-06,UG-008,78,2.0,,133.48,,
2024-12-06,UG-009,37,,,197.8,first_month_half_off,
2024-12-06,UG-010,65,,,84.22,,
2024-12-06,UG-011,112,,3.0,149.31,,
2024-12-06,UG-012,51,1.0,,255.87,,
2024-12-06,UG-013,54,4.0,2.0,93.54,,179.0
2024-12-06,UG-014,78,2.0,2.0,172.57,,179.0
2024-12-06,UG-015,40,1.0,1.0,212.59,first_month_free,179.0
2024-12-06,UG-016,67,1.0,2.0,81.23,,92.0
2024-12-06,UG-017,92,2.0,2.0,141.87,,92.0
2024-12-06,UG-018,44,1.0,1.0,242.5,,92.0
2024-12-06,UG-019,58,,,79.22,,
2024-12-06,UG-020,88,2.0,,178.16,,
2024-12-06,UG-021,32,,2.0,225.75,,
2024-12-06,UG-022,73,2.0,,107.73,,
2024-12-06,UG-023,100,2.0,1.0,163.91,,
2024-12-06,UG-024,42,1.0,,277.52,,
2024-12-06,UG-025,39,1.0,2.0,97.62,,
2024-12-06,UG-026,96,,,143.77,,
2024-12-06,UG-027,34,1.0,,258.8,,
2024-12-06,UG-028,71,,1.0,94.0,,316.0
2024-12-06,UG-029,80,,1.0,142.06,,316.0
2024-12-06,UG-030,41,,,198.46,,316.0
2024-12-06,UG-031,41,1.0,,93.57,,32.0
2024-12-06,UG-032,58,,1.0,163.68,,32.0
2024-12-06,UG-033,35,1.0,,276.02,,32.0
2024-12-06,UG-034,67,1.0,,88.43,,
2024-12-06,UG-035,80,,2.0,183.45,,
2024-12-06,UG-036,39,,,238.65,,
2024-12-06,UG-037,66,3.0,1.0,86.0,,
2024-12-06,UG-038,101,,,162.79,,
2024-12-06,UG-039,33,,4.0,249.2,,
2024-12-06,UG-040,76,1.0,2.0,108.75,,
2024-12-06,UG-041,96,1.0,3.0,151.88,,
2024-12-06,UG-042,39,1.0,,263.25,,
2024-12-07,UG-001,67,1.0,1.0,84.55,,264.0
2024-12-07,UG-002,89,,1.0,149.23,,264.0
2024-12-07,UG-003,37,1.0,1.0,184.06,,264.0
2024-12-07,UG-004,48,,,84.57,,
2024-12-07,UG-005,66,1.0,,154.52,,
2024-12-07,UG-006,33,,,243.94,,
2024-12-07,UG-007,65,1.0,1.0,78.47,,
2024-12-07,UG-008,78,,,133.48,,
2024-12-07,UG-009,36,,1.0,197.8,first_month_half_off,
2024-12-07,UG-010,63,,2.0,84.22,,
2024-12-07,UG-011,111,,1.0,149.31,,
2024-12-07,UG-012,51,,,255.87,,
2024-12-07,UG-013,54,1.0,1.0,93.54,,180.0
2024-12-07,UG-014,78,,,172.57,,180.0
2024-12-07,UG-015,40,,,212.59,,180.0
2024-12-07,UG-016,68,1.0,,81.23,,93.0
2024-12-07,UG-017,90,,2.0,141.87,,93.0
2024-12-07,UG-018,44,,,242.5,,93.0
2024-12-07,UG-019,57,,1.0,79.22,,
2024-12-07,UG-020,88,,,178.16,,
2024-12-07,UG-021,32,1.0,1.0,225.75,,
2024-12-07,UG-022,73,,,107.73,,
2024-12-07,UG-023,100,,,163.91,,
2024-12-07,UG-024,42,,,277.52,,
2024-12-07,UG-025,39,,,97.62,,
2024-12-07,UG-026,96,1.0,1.0,143.77,,
2024-12-07,UG-027,34,1.0,1.0,258.8,,
2024-12-07,UG-028,70,,1.0,94.0,,317.0
2024-12-07,UG-029,82,2.0,,142.06,,317.0
2024-12-07,UG-030,41,,,198.46,,317.0
2024-12-07,UG-031,43,2.0,,93.57,,33.0
2024-12-07,UG-032,58,,,163.68,,33.0
2024-12-07,UG-033,35,,,276.02,,33.0
2024-12-07,UG-034,68,1.0,,88.43,,
2024-12-07,UG-035,79,,1.0,183.45,,
2024-12-07,UG-036,39,,,238.65,,
2024-12-07,UG-037,66,,,86.0,,
2024-12-07,UG-038,100,,1.0,162.79,,
2024-12-07,UG-039,33,,,249.2,,
2024-12-07,UG-040,76,,,108.75,,
2024-12-07,UG-041,96,,,151.88,,
2024-12-07,UG-042,39,,,263.25,,
2024-12-08,UG-001,67,1.0,1.0,84.55,,265.0
2024-12-08,UG-002,86,,3.0,149.23,,265.0
2024-12-08,UG-003,38,1.0,,184.06,,265.0
2024-12-08,UG-004,47,,1.0,84.57,,
2024-12-08,UG-005,66,1.0,1.0,154.52,,
2024-12-08,UG-006,33,1.0,1.0,243.94,,
2024-12-08,UG-007,63,,2.0,78.47,,
2024-12-08,UG-008,78,,,133.48,,
2024-12-08,UG-009,35,,1.0,197.8,first_month_half_off,
2024-12-08,UG-010,64,1.0,,84.22,,
2024-12-08,UG-011,112,2.0,1.0,149.31,,
2024-12-08,UG-012,51,1.0,1.0,255.87,,
2024-12-08,UG-013,54,,,93.54,,181.0
2024-12-08,UG-014,77,,1.0,172.57,,181.0
2024-12-08,UG-015,40,,,212.59,,181.0
2024-12-08,UG-016,69,2.0,1.0,81.23,,94.0
2024-12-08,UG-017,89,1.0,2.0,141.87,,94.0
2024-12-08,UG-018,44,,,242.5,,94.0
2024-12-08,UG-019,58,2.0,1.0,79.22,,
2024-12-08,UG-020,86,,2.0,178.16,,
2024-12-08,UG-021,31,,1.0,225.75,,
2024-12-08,UG-022,73,,,107.73,,
2024-12-08,UG-023,101,3.0,2.0,163.91,,
2024-12-08,UG-024,42,,,277.52,,
2024-12-08,UG-025,40,2.0,1.0,97.62,,
2024-12-08,UG-026,96,,,143.77,,
2024-12-08,UG-027,34,,,258.8,,
2024-12-08,UG-028,70,1.0,1.0,94.0,,318.0
2024-12-08,UG-029,82,1.0,1.0,142.06,,318.0
2024-12-08,UG-030,42,1.0,,198.46,,318.0
2024-12-08,UG-031,42,,1.0,93.57,,34.0
2024-12-08,UG-032,59,1.0,,163.68,,34.0
2024-12-08,UG-033,36,1.0,,276.02,,34.0
2024-12-08,UG-034,68,,,88.43,,
2024-12-08,UG-035,80,2.0,1.0,183.45,,
2024-12-08,UG-036,39,,,238.65,,
2024-12-08,UG-037,66,,,86.0,,
2024-12-08,UG-038,98,,2.0,162.79,,
2024-12-08,UG-039,33,,,249.2,,
2024-12-08,UG-040,75,,1.0,108.75,,
2024-12-08,UG-041,95,,1.0,151.88,,
2024-12-08,UG-042,38,,1.0,263.25,,
2024-12-09,UG-001,67,,,86.45,,266.0
2024-12-09,UG-002,87,1.0,,150.48,,266.0
2024-12-09,UG-003,38,,,184.06,,266.0
2024-12-09,UG-004,48,2.0,1.0,86.51,,
2024-12-09,UG-005,64,1.0,3.0,154.52,,
2024-12-09,UG-006,32,,1.0,248.0,,
2024-12-09,UG-007,62,,1.0,79.39,,
2024-12-09,UG-008,78,,,134.23,,
2024-12-09,UG-009,36,1.0,,197.8,first_month_half_off,
2024-12-09,UG-010,64,1.0,1.0,84.6,,
2024-12-09,UG-011,111,,1.0,152.25,,
2024-12-09,UG-012,51,1.0,1.0,255.87,,
2024-12-09,UG-013,54,1.0,1.0,94.03,,182.0
2024-12-09,UG-014,79,3.0,1.0,174.01,,182.0
2024-12-09,UG-015,37,,3.0,216.3,,182.0
2024-12-09,UG-016,70,1.0,,81.23,,95.0
2024-12-09,UG-017,90,1.0,,144.21,,95.0
2024-12-09,UG-018,45,1.0,,242.5,,95.0
2024-12-09,UG-019,58,1.0,1.0,80.61,,
2024-12-09,UG-020,86,1.0,1.0,182.51,,
2024-12-09,UG-021,31,1.0,1.0,225.75,,
2024-12-09,UG-022,72,1.0,2.0,107.73,,
2024-12-09,UG-023,100,,1.0,163.91,,
2024-12-09,UG-024,40,1.0,3.0,283.61,,
2024-12-09,UG-025,40,,,97.1,,
2024-12-09,UG-026,96,1.0,1.0,143.77,,
2024-12-09,UG-027,36,2.0,,258.8,,
2024-12-09,UG-028,69,,1.0,94.0,,319.0
2024-12-09,UG-029,81,1.0,2.0,142.06,,319.0
2024-12-09,UG-030,44,2.0,,201.11,,319.0
2024-12-09,UG-031,43,1.0,,93.99,,35.0
2024-12-09,UG-032,59,1.0,1.0,163.68,,35.0
2024-12-09,UG-033,36,,,276.02,,35.0
2024-12-09,UG-034,66,1.0,3.0,88.43,,
2024-12-09,UG-035,82,2.0,,183.45,,
2024-12-09,UG-036,39,,,240.52,,
2024-12-09,UG-037,66,1.0,1.0,86.0,,
2024-12-09,UG-038,100,2.0,,162.79,,
2024-12-09,UG-039,32,,1.0,249.2,,
2024-12-09,UG-040,74,,1.0,111.2,,
2024-12-09,UG-041,96,2.0,1.0,151.88,,
2024-12-09,UG-042,39,1.0,,266.17,,
2024-12-10,UG-001,66,,1.0,86.45,,267.0
2024-12-10,UG-002,87,,,150.48,,267.0
2024-12-10,UG-003,37,,1.0,184.06,,267.0
2024-12-10,UG-004,48,1.0,1.0,86.51,,
2024-12-10,UG-005,65,1.0,,154.52,,
2024-12-10,UG-006,31,1.0,2.0,248.0,,
2024-12-10,UG-007,62,1.0,1.0,79.39,,
2024-12-10,UG-008,79,1.0,,134.23,,
2024-12-10,UG-009,36,1.0,1.0,197.8,first_month_half_off,
2024-12-10,UG-010,63,,1.0,84.6,,
2024-12-10,UG-011,116,6.0,1.0,152.25,,
2024-12-10,UG-012,49,,2.0,255.87,,
2024-12-10,UG-013,55,1.0,,94.03,,183.0
2024-12-10,UG-014,79,,,174.01,,183.0
2024-12-10,UG-015,36,,1.0,216.3,,183.0
2024-12-10,UG-016,70,,,81.23,,96.0
2024-12-10,UG-017,91,1.0,,144.21,,96.0
2024-12-10,UG-018,45,2.0,2.0,242.5,,96.0
2024-12-10,UG-019,58,,,80.61,,
2024-12-10,UG-020,87,2.0,1.0,182.51,,
2024-12-10,UG-021,30,,1.0,225.75,,
2024-12-10,UG-022,71,1.0,2.0,107.73,,
2024-12-10,UG-023,99,,1.0,163.91,,
2024-12-10,UG-024,42,2.0,,283.61,,
2024-12-10,UG-025,39,,1.0,97.1,,
2024-12-10,UG-026,96,1.0,1.0,143.77,,
2024-12-10,UG-027,37,1.0,,258.8,,
2024-12-10,UG-028,70,2.0,1.0,94.0,,320.0
2024-12-10,UG-029,82,1.0,,142.06,,320.0
2024-12-10,UG-030,43,,1.0,201.11,,320.0
2024-12-10,UG-031,42,,1.0,93.99,,36.0
2024-12-10,UG-032,58,1.0,2.0,163.68,,36.0
2024-12-10,UG-033,36,,,276.02,,36.0
2024-12-10,UG-034,66,,,88.43,,
2024-12-10,UG-035,86,4.0,,183.45,,
2024-12-10,UG-036,40,1.0,,240.52,,
2024-12-10,UG-037,66,1.0,1.0,86.0,,
2024-12-10,UG-038,100,,,162.79,,
2024-12-10,UG-039,32,1.0,1.0,249.2,,
2024-12-10,UG-040,74,,,111.2,,
2024-12-10,UG-041,96,,,151.88,,
2024-12-10,UG-042,39,1.0,1.0,266.17,,
2024-12-11,UG-001,64,,2.0,86.45,,268.0
2024-12-11,UG-002,89,2.0,,150.48,,268.0
2024-12-11,UG-003,37,,,184.06,,268.0
2024-12-11,UG-004,46,,2.0,86.51,,
2024-12-11,UG-005,63,,2.0,154.52,,
2024-12-11,UG-006,31,,,248.0,,
2024-12-11,UG-007,63,2.0,1.0,79.39,,
2024-12-11,UG-008,81,3.0,1.0,134.23,,
2024-12-11,UG-009,35,,1.0,197.8,,
2024-12-11,UG-010,62,1.0,2.0,84.6,,
2024-12-11,UG-011,113,,3.0,152.25,,
2024-12-11,UG-012,49,,,255.87,,
2024-12-11,UG-013,59,5.0,1.0,94.03,,184.0
2024-12-11,UG-014,80,1.0,,174.01,,184.0
2024-12-11,UG-015,35,,1.0,216.3,,184.0
2024-12-11,UG-016,71,2.0,1.0,81.23,,97.0
2024-12-11,UG-017,91,,,144.21,,97.0
2024-12-11,UG-018,42,,3.0,242.5,,97.0
2024-12-11,UG-019,58,,,80.61,,
2024-12-11,UG-020,85,,2.0,182.51,,
2024-12-11,UG-021,29,1.0,2.0,225.75,,
2024-12-11,UG-022,70,,1.0,107.73,,
2024-12-11,UG-023,100,2.0,1.0,163.91,,
2024-12-11,UG-024,45,3.0,,283.61,,
2024-12-11,UG-025,39,1.0,1.0,97.1,,
2024-12-11,UG-026,96,,,143.77,,
2024-12-11,UG-027,38,1.0,,258.8,,
2024-12-11,UG-028,70,,,94.0,,321.0
2024-12-11,UG-029,82,1.0,1.0,142.06,,321.0
2024-12-11,UG-030,43,1.0,1.0,201.11,,321.0
2024-12-11,UG-031,41,,1.0,93.99,,37.0
2024-12-11,UG-032,58,,,163.68,,37.0
2024-12-11,UG-033,36,2.0,2.0,276.02,,37.0
2024-12-11,UG-034,66,,,88.43,,
2024-12-11,UG-035,87,1.0,,183.45,,
2024-12-11,UG-036,41,1.0,,240.52,,
2024-12-11,UG-037,67,1.0,,86.0,,
2024-12-11,UG-038,100,,,162.79,,
2024-12-11,UG-039,32,1.0,1.0,249.2,,
2024-12-11,UG-040,75,1.0,,111.2,,
2024-12-11,UG-041,96,,,151.88,,
2024-12-11,UG-042,39,1.0,1.0,266.17,,
2024-12-12,UG-001,65,1.0,,86.45,,269.0
2024-12-12,UG-002,89,,,150.48,,269.0
2024-12-12,UG-003,37,,,184.06,,269.0
2024-12-12,UG-004,47,1.0,,86.51,,
2024-12-12,UG-005,62,1.0,2.0,154.52,,
2024-12-12,UG-006,32,2.0,1.0,248.0,,
2024-12-12,UG-007,64,1.0,,79.39,,
2024-12-12,UG-008,81,,,134.23,,
2024-12-12,UG-009,31,,4.0,197.8,,
2024-12-12,UG-010,63,2.0,1.0,84.6,,
2024-12-12,UG-011,113,1.0,1.0,152.25,,
2024-12-12,UG-012,48,,1.0,255.87,,
2024-12-12,UG-013,58,,1.0,94.03,,185.0
2024-12-12,UG-014,81,1.0,,174.01,,185.0
2024-12-12,UG-015,35,1.0,1.0,216.3,,185.0
2024-12-12,UG-016,71,1.0,1.0,81.23,,98.0
2024-12-12,UG-017,92,2.0,1.0,144.21,,98.0
2024-12-12,UG-018,42,2.0,2.0,242.5,,98.0
2024-12-12,UG-019,58,1.0,1.0,80.61,,
2024-12-12,UG-020,88,3.0,,182.51,,
2024-12-12,UG-021,32,3.0,,225.75,,
2024-12-12,UG-022,70,1.0,1.0,107.73,,
2024-12-12,UG-023,101,2.0,1.0,163.91,,
2024-12-12,UG-024,43,,2.0,283.61,,
2024-12-12,UG-025,37,,2.0,97.1,,
2024-12-12,UG-026,95,,1.0,143.77,,
2024-12-12,UG-027,37,1.0,2.0,258.8,,
2024-12-12,UG-028,70,,,94.0,,322.0
2024-12-12,UG-029,81,1.0,2.0,142.06,,322.0
2024-12-12,UG-030,44,1.0,,201.11,,322.0
2024-12-12,UG-031,41,1.0,1.0,93.99,,38.0
2024-12-12,UG-032,60,3.0,1.0,163.68,,38.0
2024-12-12,UG-033,36,,,276.02,,38.0
2024-12-12,UG-034,68,2.0,,88.43,,
2024-12-12,UG-035,87,,,183.45,,
2024-12-12,UG-036,40,,1.0,240.52,,
2024-12-12,UG-037,68,2.0,1.0,86.0,,
2024-12-12,UG-038,102,2.0,,162.79,,
2024-12-12,UG-039,33,1.0,,249.2,,
2024-12-12,UG-040,75,1.0,1.0,111.2,,
2024-12-12,UG-041,96,,,151.88,,
2024-12-12,UG-042,38,,1.0,266.17,,
2024-12-13,UG-001,67,3.0,1.0,86.45,,270.0
2024-12-13,UG-002,87,,2.0,150.48,,270.0
2024-12-13,UG-003,37,2.0,2.0,184.06,,270.0
2024-12-13,UG-004,49,2.0,,86.51,,
2024-12-13,UG-005,63,2.0,1.0,154.52,,
2024-12-13,UG-006,31,,1.0,248.0,,
2024-12-13,UG-007,64,1.0,1.0,79.39,,
2024-12-13,UG-008,80,,1.0,134.23,,
2024-12-13,UG-009,34,3.0,,197.8,,
2024-12-13,UG-010,63,,,84.6,,
2024-12-13,UG-011,111,,2.0,152.25,,
2024-12-13,UG-012,49,1.0,,255.87,,
2024-12-13,UG-013,60,3.0,1.0,94.03,,186.0
2024-12-13,UG-014,82,2.0,1.0,174.01,,186.0
2024-12-13,UG-015,36,2.0,1.0,216.3,,186.0
2024-12-13,UG-016,68,,3.0,81.23,,99.0
2024-12-13,UG-017,92,2.0,2.0,144.21,,99.0
2024-12-13,UG-018,41,,1.0,242.5,,99.0
2024-12-13,UG-019,57,,1.0,80.61,,
2024-12-13,UG-020,86,1.0,3.0,182.51,,
2024-12-13,UG-021,32,,,225.75,,
2024-12-13,UG-022,69,1.0,2.0,107.73,,
2024-12-13,UG-023,102,1.0,,163.91,,
2024-12-13,UG-024,43,,,283.61,,
2024-12-13,UG-025,37,,,97.1,,
2024-12-13,UG-026,95,,,143.77,,
2024-12-13,UG-027,38,3.0,2.0,258.8,,
2024-12-13,UG-028,68,,2.0,94.0,,323.0
2024-12-13,UG-029,82,2.0,1.0,142.06,,323.0
2024-12-13,UG-030,43,,1.0,201.11,,323.0
2024-12-13,UG-031,40,,1.0,93.99,,39.0
2024-12-13,UG-032,59,,1.0,163.68,,39.0
2024-12-13,UG-033,36,,,276.02,,39.0
2024-12-13,UG-034,68,,,88.43,,
2024-12-13,UG-035,87,1.0,1.0,183.45,,
2024-12-13,UG-036,43,3.0,,240.52,,
2024-12-13,UG-037,69,1.0,,86.0,,
2024-12-13,UG-038,99,,3.0,162.79,,
2024-12-13,UG-039,36,3.0,,249.2,,
2024-12-13,UG-040,74,,1.0,111.2,,
2024-12-13,UG-041,95,1.0,2.0,151.88,,
2024-12-13,UG-042,38,1.0,1.0,266.17,,
2024-12-14,UG-001,67,,,86.45,,271.0
2024-12-14,UG-002,86,,1.0,150.48,,271.0
2024-12-14,UG-003,37,,,184.06,,271.0
2024-12-14,UG-004,48,,1.0,86.51,,
2024-12-14,UG-005,64,1.0,,154.52,,
2024-12-14,UG-006,29,,2.0,248.0,,
2024-12-14,UG-007,65,1.0,,79.39,,
2024-12-14,UG-008,81,1.0,,134.23,,
2024-12-14,UG-009,34,,,197.8,,
2024-12-14,UG-010,64,1.0,,84.6,,
2024-12-14,UG-011,110,,1.0,152.25,,
2024-12-14,UG-012,51,2.0,,255.87,,
2024-12-14,UG-013,60,,,94.03,,187.0
2024-12-14,UG-014,83,1.0,,174.01,,187.0
2024-12-14,UG-015,37,1.0,,216.3,,187.0
2024-12-14,UG-016,66,,2.0,81.23,,100.0
2024-12-14,UG-017,92,,,144.21,,100.0
2024-12-14,UG-018,42,1.0,,242.5,,100.0
2024-12-14,UG-019,58,1.0,,80.61,,
2024-12-14,UG-020,88,2.0,,182.51,,
2024-12-14,UG-021,31,1.0,2.0,225.75,,
2024-12-14,UG-022,68,,1.0,107.73,,
2024-12-14,UG-023,103,1.0,,163.91,,
2024-12-14,UG-024,45,2.0,,283.61,,
2024-12-14,UG-025,38,1.0,,97.1,,
2024-12-14,UG-026,95,,,143.77,,
2024-12-14,UG-027,37,,1.0,258.8,,
2024-12-14,UG-028,68,,,94.0,,324.0
2024-12-14,UG-029,82,,,142.06,,324.0
2024-12-14,UG-030,43,,,201.11,,324.0
2024-12-14,UG-031,40,1.0,1.0,93.99,,40.0
2024-12-14,UG-032,57,,2.0,163.68,,40.0
2024-12-14,UG-033,34,,2.0,276.02,,40.0
2024-12-14,UG-034,68,,,88.43,,
2024-12-14,UG-035,88,2.0,1.0,183.45,,
2024-12-14,UG-036,44,1.0,,240.52,,
2024-12-14,UG-037,68,,1.0,86.0,,
2024-12-14,UG-038,102,3.0,,162.79,,
2024-12-14,UG-039,36,,,249.2,,
2024-12-14,UG-040,74,,,111.2,,
2024-12-14,UG-041,95,,,151.88,,
2024-12-14,UG-042,37,,1.0,266.17,,
2024-12-15,UG-001,65,,2.0,86.45,,272.0
2024-12-15,UG-002,87,1.0,,150.48,,272.0
2024-12-15,UG-003,35,,2.0,184.06,,272.0
2024-12-15,UG-004,50,3.0,1.0,86.51,,
2024-12-15,UG-005,64,,,154.52,,
2024-12-15,UG-006,29,,,248.0,,
2024-12-15,UG-007,65,,,79.39,,
2024-12-15,UG-008,81,,,134.23,,
2024-12-15,UG-009,34,1.0,1.0,197.8,,
2024-12-15,UG-010,65,1.0,,84.6,,
2024-12-15,UG-011,109,1.0,2.0,152.25,,
2024-12-15,UG-012,51,,,255.87,,
2024-12-15,UG-013,60,,,94.03,,188.0
2024-12-15,UG-014,80,,3.0,174.01,,188.0
2024-12-15,UG-015,36,,1.0,216.3,,188.0
2024-12-15,UG-016,65,2.0,3.0,81.23,,101.0
2024-12-15,UG-017,91,1.0,2.0,144.21,,101.0
2024-12-15,UG-018,43,2.0,1.0,242.5,,101.0
2024-12-15,UG-019,58,,,80.61,,
2024-12-15,UG-020,88,1.0,1.0,182.51,,
2024-12-15,UG-021,31,,,225.75,,
2024-12-15,UG-022,66,,2.0,107.73,,
2024-12-15,UG-023,102,,1.0,163.91,,
2024-12-15,UG-024,45,,,283.61,,
2024-12-15,UG-025,39,1.0,,97.1,,
2024-12-15,UG-026,95,,,143.77,,
2024-12-15,UG-027,38,2.0,1.0,258.8,,
2024-12-15,UG-028,68,,,94.0,,325.0
2024-12-15,UG-029,82,,,142.06,,325.0
2024-12-15,UG-030,42,1.0,2.0,201.11,,325.0
2024-12-15,UG-031,40,1.0,1.0,93.99,,41.0
2024-12-15,UG-032,58,1.0,,163.68,,41.0
2024-12-15,UG-033,33,,1.0,276.02,,41.0
2024-12-15,UG-034,67,,1.0,88.43,,
2024-12-15,UG-035,88,,,183.45,,
2024-12-15,UG-036,44,,,240.52,,
2024-12-15,UG-037,68,,,86.0,,
2024-12-15,UG-038,102,,,162.79,,
2024-12-15,UG-039,36,,,249.2,,
2024-12-15,UG-040,76,2.0,,111.2,,
2024-12-15,UG-041,94,,1.0,151.88,,
2024-12-15,UG-042,36,,1.0,266.17,,
2024-12-16,UG-001,66,1.0,,86.45,,273.0
2024-12-16,UG-002,86,,1.0,150.48,,273.0
2024-12-16,UG-003,33,,2.0,184.06,,273.0
2024-12-16,UG-004,50,,,88.51,,
2024-12-16,UG-005,64,1.0,1.0,153.54,,
2024-12-16,UG-006,29,,,248.0,,
2024-12-16,UG-007,65,,,79.39,,
2024-12-16,UG-008,84,4.0,1.0,137.12,,
2024-12-16,UG-009,35,1.0,,201.28,,
2024-12-16,UG-010,63,,2.0,85.27,,
2024-12-16,UG-011,111,2.0,,154.83,,
2024-12-16,UG-012,50,1.0,2.0,260.21,,
2024-12-16,UG-013,59,,1.0,94.03,,189.0
2024-12-16,UG-014,79,1.0,2.0,176.2,,189.0
2024-12-16,UG-015,36,,,216.3,,189.0
2024-12-16,UG-016,67,3.0,1.0,81.23,,102.0
